sku,store,name,brand,unit,pack_size,price,stock,description
carnes_frias-0018,carnes_frias,Mantequilla Sin Sal Barra Repostera 1kg,Gloria,kg,1.0,210.0,35,Mantequilla pura de vaca sin sal bloque de 1 kilo. Grasa lactea para reposteria salsas francesas y plancha.
carnes_frias-0019,carnes_frias,Mantequilla Con Sal Porciones Individuales Caja 200,Lurpak,caja,200.0,480.0,15,Mantequilla porcionada en cubitos de 10g caja con 200 piezas. Mantequillitas de mesa para pan caliente y hot cakes.
carnes_frias-0020,carnes_frias,Pastrami Ahumado New York Style 1kg,Bernina,kg,1.0,430.0,12,Pastrami de pecho de res curado y ahumado especiado 1kg. Carne curada para sandwich reuben y deli judio.
carnes_frias-0021,carnes_frias,Roast Beef Horneado Rebanado 1kg,Tangamanga,kg,1.0,460.0,2,Roast beef de res cocido termino medio jugoso rebanado 1 kilo. Carne fria fria o tibia para baguettes gourmet.
carnes_frias-0022,carnes_frias,Chistorra Parrillera Vasca 1kg,Obertal,kg,1.0,275.0,20,Chistorra delgada estilo navarro paquete de 1kg. Embutido fresco de cerdo con pimenton para asar o chistorra frita.
carnes_frias-0023,carnes_frias,Queso Parmesano Reggiano Autentico 1kg,Zanetti,kg,1.0,690.0,10,Queso parmesano italiano anejado en cuna o trozo 1kg. Queso duro para rallar sobre pastas finas y carpaccios.
carnes_frias-0024,carnes_frias,Queso Azul Danesh Blue 1kg,Castello,kg,1.0,450.0,15,Queso azul madurado cremoso y penetrante bloque de 1kg. Queso fuerte para aderezo blue cheese de alitas de pollo.
carnes_frias-0025,carnes_frias,Queso Crema Barra Pastelera 1.8kg,Philadelphia,pieza,1.8,320.0,30,Queso crema tipo philadelphia barra pastelera 1.8kg. Untable cremoso para sushi rollos pay de queso y dips.
carnes_frias-0026,carnes_frias,Queso Gouda Holandes Barra 3kg,Frico,kg,3.0,620.0,20,Queso gouda suave importado de holanda barra de 3 kilos. Excelente para fundir gratinar o cortar en cubos.
carnes_frias-0027,carnes_frias,Queso Feta de Leche de Cabra 1kg,Kolios,kg,1.0,395.0,14,Queso feta griego en salmuera bote de 1 kilo. Queso blanco salado quebradizo para ensalada griega y mediterranea.
carnes_frias-0028,carnes_frias,Pechuga de Pavo Ahumada Natural 3kg,Peñaranda,pieza,3.0,720.0,18,Pechuga de pavo ahumada artesanal con corteza dorada 3kg. Fiambre selecto para clubsandwich y ensaladas chef.
carnes_frias-0029,carnes_frias,Salchicha Alemana Frankfurt Gigante 1.5kg,Bernina,pieza,1.5,280.0,25,Salchicha frankfurter tipo alemana embutido grande paquete 1.5kg. Salchicha crujiente para panes jumbo de jocho.
carnes_frias-0030,carnes_frias,Mortadela con Pistache Italiana 2kg,Villani,pieza,2.0,410.0,16,Mortadela de bolonia con pistachos enteros pieza de 2kg. Embutido italiano para focaccias paninis y entradas.
carnes_frias-0031,carnes_frias,Queso Suizo Emmental Rebanado 1kg,President,kg,1.0,440.0,22,Queso suizo tipo emmental con agujeros rebanado 1kg. Queso dulce con notas a nuez para fondue y hamburguesas suizas.
carnes_frias-0032,carnes_frias,Longaniza de Cerdo Tradicional 2kg,Don Chema,kg,2.0,250.0,28,Longaniza artesanal de cerdo con chile guajillo tira de 2kg. Tira de embutido para picar en salsa verde o bistec.
carnes_frias-0033,carnes_frias,Queso Tipo Americano Amarillo en Rebanadas 2.2kg Presentacion Mayoreo,Fud,pieza,4.4,527.25,15,Queso amarillo de hamburguesa en rebanadas individuales paquete 2.2kg. Queso fundible cheddar para burgers y sandwich. Formato institucional mayoreo para alto volumen.
carnes_frias-0034,carnes_frias,Queso Manchego Mexicano Barra 3kg Presentacion Mayoreo,Bafar,pieza,6.0,1073.0,22,Queso manchego pasteurizado en bloque o barra 3kg. Queso para gratinar quesadillas molletes y sincronizadas. Formato institucional mayoreo para alto volumen.
carnes_frias-0035,carnes_frias,Queso Mozzarella Rayado Especial Pizza 2kg Presentacion Mayoreo,Zwan,pieza,4.0,730.75,29,Queso mozzarella rallado bolsa 2 kilos. Queso hebra fundente con excelente estiramiento para pizza y lasana. Formato institucional mayoreo para alto volumen.
carnes_frias-0036,carnes_frias,Queso Oaxaca Hebra Fresco 3kg Presentacion Mayoreo,Chimex,kg,6.0,962.0,36,Queso de hebra tipo oaxaca artesanal bola de 3 kilos. Quesillo fresco para fundir en tlayudas y costras de queso. Formato institucional mayoreo para alto volumen.
carnes_frias-0037,carnes_frias,Queso Panela Tradicional Canasta 2kg Presentacion Mayoreo,Tangamanga,pieza,4.0,573.5,43,Queso fresco de canasta panela barra 2kg. Queso blanco bajo en grasa para ensaladas nopales y asar a la plancha. Formato institucional mayoreo para alto volumen.
carnes_frias-0038,carnes_frias,Jamon de Pierna de Cerdo Extra 4kg Presentacion Mayoreo,NocheBuena,pieza,8.0,1184.0,50,Jamon de pierna horneado barra 4 kilos. Jamon rosa para rebanar en maquina para tortas y sandwiches. Formato institucional mayoreo para alto volumen.
carnes_frias-0039,carnes_frias,Jamon de Pavo Virginia 3kg Presentacion Mayoreo,Fud,pieza,6.0,999.0,57,Jamon de pechuga de pavo virginia pieza de 3kg. Fiambre bajo en grasa embutido fino para desayunos buffet. Formato institucional mayoreo para alto volumen.
carnes_frias-0040,carnes_frias,Jamon Serrano Reserva Espanol Rebanado 500g Presentacion Mayoreo,Bafar,pieza,1.0,666.0,64,Jamon serrano curado madurado paquete de 500g rebanado fino. Tapa espanola charcuteria fina para tablas de quesos. Formato institucional mayoreo para alto volumen.
carnes_frias-0041,carnes_frias,Tocino Ahumado Rebanado Especial 1kg Presentacion Mayoreo,Zwan,kg,2.0,425.5,71,Tocino ahumado de panceta de cerdo rebanado 1 kilo. Tocineta crujiente para hamburguesas huevos con tocino y guisados. Formato institucional mayoreo para alto volumen.
carnes_frias-0042,carnes_frias,Tocino Grueso en Tiras Plancha 2kg Presentacion Mayoreo,Chimex,kg,4.0,777.0,78,Tocino corte grueso ahumado paquete 2kg. Tiras de tocino resistentes para envolver camarones o asar a la parrilla. Formato institucional mayoreo para alto volumen.
carnes_frias-0043,carnes_frias,Salchicha de Pavo para Hot Dog 2kg Presentacion Mayoreo,Tangamanga,pieza,4.0,360.75,20,Salchichas de pavo para jocho paquete con 40 piezas 2kg. Embutido para hot dogs infantiles y salchipulpos. Formato institucional mayoreo para alto volumen.
carnes_frias-0044,carnes_frias,Salchicha para Asar con Queso 1kg Presentacion Mayoreo,NocheBuena,kg,2.0,305.25,27,Salchichon polaco para asar relleno con queso fundido 1kg. Salchicha parrillera asada para botana de carnita asada. Formato institucional mayoreo para alto volumen.
carnes_frias-0045,carnes_frias,Chorizo Espanol Madurado Cantimpalo 1kg Presentacion Mayoreo,Fud,kg,2.0,703.0,34,Chorizo tipo cantimpalo seco rebanable paquete 1kg. Embutido curado con pimenton para pizzas y tapas. Formato institucional mayoreo para alto volumen.
carnes_frias-0046,carnes_frias,Chorizo Rojo Casero para Desmenuzar 2kg Presentacion Mayoreo,Bafar,kg,4.0,536.5,41,Chorizo rojo norteno molido en tripita 2 kilos. Embutido adobado para chori-queso huevos al gusto y tacos. Formato institucional mayoreo para alto volumen.
carnes_frias-0047,carnes_frias,Pepperoni Rebanado para Pizza 1kg Presentacion Mayoreo,Zwan,kg,2.0,481.0,48,Pepperoni en rodajas listas para hornear bolsa de 1 kilo. Rebanadas especiadas clasicas para pizza americana. Formato institucional mayoreo para alto volumen.
carnes_frias-0048,carnes_frias,Salami de Genova Rebanado 500g Presentacion Mayoreo,Chimex,pieza,1.0,351.5,55,Salami italiano estilo genova rebanado fino 500 gramos. Embutido curado con pimienta para baguette y pizzas. Formato institucional mayoreo para alto volumen.
carnes_frias-0049,carnes_frias,Crema de Vaca Entera Pasteurizada 4L Presentacion Mayoreo,Tangamanga,litro,8.0,536.5,62,Crema acida de leche pura de vaca cubeta 4 litros. Crema espesa para enchiladas chilaquiles tostadas y flautas. Formato institucional mayoreo para alto volumen.
carnes_frias-0050,carnes_frias,Mantequilla Sin Sal Barra Repostera 1kg Presentacion Mayoreo,NocheBuena,kg,2.0,388.5,69,Mantequilla pura de vaca sin sal bloque de 1 kilo. Grasa lactea para reposteria salsas francesas y plancha. Formato institucional mayoreo para alto volumen.
carnes_frias-0051,carnes_frias,Mantequilla Con Sal Porciones Individuales Caja 200 Presentacion Mayoreo,Fud,caja,400.0,888.0,76,Mantequilla porcionada en cubitos de 10g caja con 200 piezas. Mantequillitas de mesa para pan caliente y hot cakes. Formato institucional mayoreo para alto volumen.
carnes_frias-0052,carnes_frias,Pastrami Ahumado New York Style 1kg Presentacion Mayoreo,Bafar,kg,2.0,795.5,18,Pastrami de pecho de res curado y ahumado especiado 1kg. Carne curada para sandwich reuben y deli judio. Formato institucional mayoreo para alto volumen.
carnes_frias-0053,carnes_frias,Roast Beef Horneado Rebanado 1kg Presentacion Mayoreo,Zwan,kg,2.0,851.0,25,Roast beef de res cocido termino medio jugoso rebanado 1 kilo. Carne fria fria o tibia para baguettes gourmet. Formato institucional mayoreo para alto volumen.
carnes_frias-0054,carnes_frias,Chistorra Parrillera Vasca 1kg Presentacion Mayoreo,Chimex,kg,2.0,508.75,32,Chistorra delgada estilo navarro paquete de 1kg. Embutido fresco de cerdo con pimenton para asar o chistorra frita. Formato institucional mayoreo para alto volumen.
carnes_frias-0055,carnes_frias,Queso Parmesano Reggiano Autentico 1kg Presentacion Mayoreo,Tangamanga,kg,2.0,1276.5,1,Queso parmesano italiano anejado en cuna o trozo 1kg. Queso duro para rallar sobre pastas finas y carpaccios. Formato institucional mayoreo para alto volumen.
carnes_frias-0056,carnes_frias,Queso Azul Danesh Blue 1kg Presentacion Mayoreo,NocheBuena,kg,2.0,832.5,46,Queso azul madurado cremoso y penetrante bloque de 1kg. Queso fuerte para aderezo blue cheese de alitas de pollo. Formato institucional mayoreo para alto volumen.
carnes_frias-0057,carnes_frias,Queso Crema Barra Pastelera 1.8kg Presentacion Mayoreo,Fud,pieza,3.6,592.0,53,Queso crema tipo philadelphia barra pastelera 1.8kg. Untable cremoso para sushi rollos pay de queso y dips. Formato institucional mayoreo para alto volumen.
carnes_frias-0058,carnes_frias,Queso Gouda Holandes Barra 3kg Presentacion Mayoreo,Bafar,kg,6.0,1147.0,60,Queso gouda suave importado de holanda barra de 3 kilos. Excelente para fundir gratinar o cortar en cubos. Formato institucional mayoreo para alto volumen.
carnes_frias-0059,carnes_frias,Queso Feta de Leche de Cabra 1kg Presentacion Mayoreo,Zwan,kg,2.0,730.75,67,Queso feta griego en salmuera bote de 1 kilo. Queso blanco salado quebradizo para ensalada griega y mediterranea. Formato institucional mayoreo para alto volumen.
carnes_frias-0060,carnes_frias,Pechuga de Pavo Ahumada Natural 3kg Presentacion Mayoreo,Chimex,pieza,6.0,1332.0,74,Pechuga de pavo ahumada artesanal con corteza dorada 3kg. Fiambre selecto para clubsandwich y ensaladas chef. Formato institucional mayoreo para alto volumen.
carnes_frias-0061,carnes_frias,Salchicha Alemana Frankfurt Gigante 1.5kg Presentacion Mayoreo,Tangamanga,pieza,3.0,518.0,16,Salchicha frankfurter tipo alemana embutido grande paquete 1.5kg. Salchicha crujiente para panes jumbo de jocho. Formato institucional mayoreo para alto volumen.
carnes_frias-0062,carnes_frias,Mortadela con Pistache Italiana 2kg Presentacion Mayoreo,NocheBuena,pieza,4.0,758.5,23,Mortadela de bolonia con pistachos enteros pieza de 2kg. Embutido italiano para focaccias paninis y entradas. Formato institucional mayoreo para alto volumen.
carnes_frias-0063,carnes_frias,Queso Suizo Emmental Rebanado 1kg Presentacion Mayoreo,Fud,kg,2.0,814.0,30,Queso suizo tipo emmental con agujeros rebanado 1kg. Queso dulce con notas a nuez para fondue y hamburguesas suizas. Formato institucional mayoreo para alto volumen.
carnes_frias-0064,carnes_frias,Longaniza de Cerdo Tradicional 2kg Presentacion Mayoreo,Bafar,kg,4.0,462.5,37,Longaniza artesanal de cerdo con chile guajillo tira de 2kg. Tira de embutido para picar en salsa verde o bistec. Formato institucional mayoreo para alto volumen.
carnes_frias-0065,carnes_frias,Queso Tipo Americano Amarillo en Rebanadas 2.2kg Presentacion Compacta,Zwan,pieza,1.1,156.75,44,Queso amarillo de hamburguesa en rebanadas individuales paquete 2.2kg. Queso fundible cheddar para burgers y sandwich. Presentacion chica economica ideal para consumo medido.
carnes_frias-0066,carnes_frias,Queso Manchego Mexicano Barra 3kg Presentacion Compacta,Chimex,pieza,1.5,319.0,51,Queso manchego pasteurizado en bloque o barra 3kg. Queso para gratinar quesadillas molletes y sincronizadas. Presentacion chica economica ideal para consumo medido.
carnes_frias-0067,carnes_frias,Queso Mozzarella Rayado Especial Pizza 2kg Presentacion Compacta,Tangamanga,pieza,1.0,217.25,58,Queso mozzarella rallado bolsa 2 kilos. Queso hebra fundente con excelente estiramiento para pizza y lasana. Presentacion chica economica ideal para consumo medido.
carnes_frias-0068,carnes_frias,Queso Oaxaca Hebra Fresco 3kg Presentacion Compacta,NocheBuena,kg,1.5,286.0,65,Queso de hebra tipo oaxaca artesanal bola de 3 kilos. Quesillo fresco para fundir en tlayudas y costras de queso. Presentacion chica economica ideal para consumo medido.
carnes_frias-0069,carnes_frias,Queso Panela Tradicional Canasta 2kg Presentacion Compacta,Fud,pieza,1.0,170.5,72,Queso fresco de canasta panela barra 2kg. Queso blanco bajo en grasa para ensaladas nopales y asar a la plancha. Presentacion chica economica ideal para consumo medido.
carnes_frias-0070,carnes_frias,Jamon de Pierna de Cerdo Extra 4kg Presentacion Compacta,Bafar,pieza,2.0,352.0,79,Jamon de pierna horneado barra 4 kilos. Jamon rosa para rebanar en maquina para tortas y sandwiches. Presentacion chica economica ideal para consumo medido.
carnes_frias-0071,carnes_frias,Jamon de Pavo Virginia 3kg Presentacion Compacta,Zwan,pieza,1.5,297.0,21,Jamon de pechuga de pavo virginia pieza de 3kg. Fiambre bajo en grasa embutido fino para desayunos buffet. Presentacion chica economica ideal para consumo medido.
carnes_frias-0072,carnes_frias,Jamon Serrano Reserva Espanol Rebanado 500g Presentacion Compacta,Chimex,pieza,0.25,198.0,28,Jamon serrano curado madurado paquete de 500g rebanado fino. Tapa espanola charcuteria fina para tablas de quesos. Presentacion chica economica ideal para consumo medido.
carnes_frias-0073,carnes_frias,Tocino Ahumado Rebanado Especial 1kg Presentacion Compacta,Tangamanga,kg,0.5,126.5,35,Tocino ahumado de panceta de cerdo rebanado 1 kilo. Tocineta crujiente para hamburguesas huevos con tocino y guisados. Presentacion chica economica ideal para consumo medido.
carnes_frias-0074,carnes_frias,Tocino Grueso en Tiras Plancha 2kg Presentacion Compacta,NocheBuena,kg,1.0,231.0,42,Tocino corte grueso ahumado paquete 2kg. Tiras de tocino resistentes para envolver camarones o asar a la parrilla. Presentacion chica economica ideal para consumo medido.
carnes_frias-0075,carnes_frias,Salchicha de Pavo para Hot Dog 2kg Presentacion Compacta,Fud,pieza,1.0,107.25,49,Salchichas de pavo para jocho paquete con 40 piezas 2kg. Embutido para hot dogs infantiles y salchipulpos. Presentacion chica economica ideal para consumo medido.
carnes_frias-0076,carnes_frias,Salchicha para Asar con Queso 1kg Presentacion Compacta,Bafar,kg,0.5,90.75,56,Salchichon polaco para asar relleno con queso fundido 1kg. Salchicha parrillera asada para botana de carnita asada. Presentacion chica economica ideal para consumo medido.
carnes_frias-0077,carnes_frias,Chorizo Espanol Madurado Cantimpalo 1kg Presentacion Compacta,Zwan,kg,0.5,209.0,63,Chorizo tipo cantimpalo seco rebanable paquete 1kg. Embutido curado con pimenton para pizzas y tapas. Presentacion chica economica ideal para consumo medido.
carnes_frias-0078,carnes_frias,Chorizo Rojo Casero para Desmenuzar 2kg Presentacion Compacta,Chimex,kg,1.0,159.5,70,Chorizo rojo norteno molido en tripita 2 kilos. Embutido adobado para chori-queso huevos al gusto y tacos. Presentacion chica economica ideal para consumo medido.
carnes_frias-0079,carnes_frias,Pepperoni Rebanado para Pizza 1kg Presentacion Compacta,Tangamanga,kg,0.5,143.0,77,Pepperoni en rodajas listas para hornear bolsa de 1 kilo. Rebanadas especiadas clasicas para pizza americana. Presentacion chica economica ideal para consumo medido.
carnes_frias-0080,carnes_frias,Salami de Genova Rebanado 500g Presentacion Compacta,NocheBuena,pieza,0.25,104.5,19,Salami italiano estilo genova rebanado fino 500 gramos. Embutido curado con pimienta para baguette y pizzas. Presentacion chica economica ideal para consumo medido.
carnes_frias-0081,carnes_frias,Crema de Vaca Entera Pasteurizada 4L Presentacion Compacta,Fud,litro,2.0,159.5,26,Crema acida de leche pura de vaca cubeta 4 litros. Crema espesa para enchiladas chilaquiles tostadas y flautas. Presentacion chica economica ideal para consumo medido.
